Timestamp,DATE OF MURLI,MURLI ,  MURLI DATE ,MURLI  SUBJECT ,Point Details ,MURLI  SUBJECT ,Specify if other,POINT Detail,@dropdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2024 7:39:11,10/3/2024,,,,"1. बाप ने समझाया है भक्ति का फल देने भगवान आता है। तो सभी सीतायें ठहरी ब्राइड्स और ब्राइडग्रुम एक राम, जो सभी को सद्गति देने वाला है। यह सब बातें बाप ही बैठ समझाते हैं। 
2.ड्रामा अनुसार तुम ही फिर 5 हज़ार वर्ष बाद यह बातें सुनेंगे। अभी तुम सब पढ़ रहे हो। स्कूल में कितने ढेर पढ़ते हैं। 
3.यह सब ड्रामा बना हुआ है। जिस समय जो पढ़ते हैं, जो एक्ट चलती है वही एक्ट फिर कल्प बाद हूबहू होगी, हूबहू 5 हज़ार वर्ष बाद फिर पढ़ेंगे। यह अनादि ड्रामा बना हुआ है। 
4.जो भी देखेंगे सेकण्ड बाई सेकण्ड नई चीज दिखाई पड़ेगी। चक्र फिरता रहेगा। नई-नई बातें तुम देखते रहेंगे। अभी तुम जानते हो यह 5 हज़ार वर्ष का ड्रामा है जो चलता रहता है। इनकी डीटेल तो बहुत है।
5. मुख्य-मुख्य बातें समझाई जाती हैं। जैसे कहते हैं परमात्मा सर्वव्यापी है, बाप समझाते हैं मैं सर्वव्यापी नहीं हूँ। बाप आकर अपना और रचना के आदि-मध्य-अन्त का परिचय देते हैं। तुम अभी जानते हो बाप कल्प-कल्प आते हैं हमको वर्सा देने। यह भी गायन है ब्रह्मा द्वारा स्थापना। इसमें समझानी बहुत अच्छी है।
",वर्ल्ड की हिस्ट्री-जॉग्राफी,,"1.चित्र तो बहुत हैं परन्तु एक की भी समझानी कोई के पास है नहीं। ऊंच ते ऊंच शिवबाबा है, उनका भी चित्र है परन्तु जानते कोई नहीं।
2. अच्छा फिर सूक्ष्मवतन है उनको छोड़ दो, उनकी दरकार ही नहीं। हिस्ट्री-जॉग्राफी यहाँ की समझनी होती है, वह तो है साक्षात्कार की बात। 
3.जैसे यहाँ इसमें बाप बैठ समझाते हैं वैसे सूक्ष्मवतन में कर्मातीत शरीर में बैठकर इनसे मिलते हैं अथवा बोलते हैं। बाकी वहाँ तो वर्ल्ड की हिस्ट्री-जॉग्राफी है नहीं। हिस्ट्री-जॉग्राफी यहाँ की है। 
4.बच्चों की बुद्धि में बैठा हुआ है सतयुग में देवी-देवता थे, जिनको 5 हज़ार वर्ष हुआ। इस आदि सनातन देवता धर्म की स्थापना कैसे हुई - यह भी कोई जानते नहीं। और धर्मों की स्थापना के बारे में तो सब जानते हैं। किताब आदि भी हैं।
5. लाखों वर्ष की तो बात ही नहीं हो सकती। यह तो बिल्कुल रांग है परन्तु मनुष्यों की बुद्धि कुछ काम नहीं करती",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2024 7:46:37,10/3/2024,साकार,,याद,"1.मुख्य बात है बाप की याद। यह याद की ही दौड़ी है। रेस होती है ना। कोई अकेले-अकेले दौड़ते हैं। कोई जोड़ी को इकट्ठा बांध फिर दौड़ते हैं। यहाँ जो जोड़ी है वह इकट्ठे दौड़ी लगाने की प्रैक्टिस करते हैं।
2. सोचते हैं सतयुग में भी ऐसे इकट्ठे जोड़ी बन जायें। भल नाम-रूप तो बदल जाता है, वही शरीर थोड़ेही मिलता है। शरीर तो बदलता रहता है। समझते हैं आत्मा एक शरीर छोड़ दूसरा लेती है। फीचर्स तो दूसरा होगा। परन्तु बच्चों को वन्डर लगना चाहिए जो फीचर्स, जो एक्ट सेकण्ड बाई सेकण्ड पास्ट हुई वह फिर हूबहू 5000 वर्ष के बाद रिपीट होनी है। कितना वन्डरफुल यह नाटक है, और कोई समझा नहीं सकते। 
3.तुम जानते हो हम सब पुरूषार्थ करते हैं। नम्बरवार तो बनेंगे ही। सब तो कृष्ण नहीं बनेंगे। फीचर्स सबके डिफरेन्ट होंगे। कितना बड़ा वन्डरफुल नाटक है। एक का फीचर न मिले दूसरे से। वही हूबहू खेल रिपीट होता है। यह सब विचार कर आश्चर्य खाना होता है।
4. कैसे बेहद का बाप आकर पढ़ाते हैं। जन्म-जन्मान्तर तो भक्ति मार्ग के शास्त्र आदि पढ़ते आये, साधुओं की कथायें आदि भी सुनी। 
5.अब बाप कहते हैं भक्ति का समय पूरा हुआ। अब भक्तों को भगवान द्वारा फल मिलता है। यह नहीं जानते भगवान कब किस रूप में आयेगा? कभी कहते हैं शास्त्र पढ़ने से भगवान मिलेगा? कभी कहते यहाँ आयेंगे। ",आसुरी चलन और दैवी चलन,,"1.शास्त्रों से ही अगर काम हो जाता तो फिर बाप को क्यों आना पड़े। शास्त्र पढ़ने से ही भगवान मिल जाए तो बाकी भगवान आकर क्या करेंगे। आधाकल्प तुम यह शास्त्र पढ़ते-पढ़ते तमोप्रधान ही बनते आये हो।
2.बच्चों को सृष्टि का चक्र भी समझाते रहते हैं और दैवी चलन भी चाहिए। एक तो किसको दु:ख नहीं देना है। 3.ऐसे नहीं, कोई को विष चाहिए, वह नहीं देते हो तो यह कोई दु:ख देना है। ऐसे तो बाप कहते नहीं हैं। कई ऐसे भी बुद्धू निकलते हैं जो कहते हैं बाबा कहते हैं ना - किसको दु:ख नहीं देना है। अब यह विष मांगते हैं तो उनको देना चाहिए, नहीं तो यह भी किसको दु:ख देना हुआ ना। ऐसे समझने वाले मूढ़मती भी हैं। 
4.बाप तो कहते हैं “पवित्र जरूर बनना है''। आसुरी चलन और दैवी चलन की भी समझ चाहिए। मनुष्य तो यह भी नहीं समझते, वह तो कह देते आत्मा निर्लेप है। कुछ भी करो, कुछ भी खाओ-पियो, विकार में जाओ, कोई हर्जा नहीं। ऐसे भी सिखलाते हैं।
5. कितनों को पकड़कर ले आते हैं। बाहर में भी वेजीटेरियन बहुत रहते हैं। जरूर अच्छा है तब तो वेजीटेरियन बनते हैं। सब जातियों में वैष्णव होते हैं। छी-छी चीज़ नहीं खाते हैं। मैनारिटी होते हैं। तुम भी मैनारिटी हो। इस समय तुम कितने थोड़े हो। आहिस्ते-आहिस्ते वृद्धि को पाते रहेंगे। बच्चों को यही शिक्षा मिलती है - दैवीगुण धारण करो। छी-छी वस्तु ऐसी कोई के हाथ की बनाई हुई नहीं खानी चाहिए
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2024 7:48:03,10/3/2024,,,धारणा,"धारणा के लिए मुख्य सार:-

1) अपने चार्ट में देखना है - 1- हम श्रीमत के खिलाफ तो नहीं चलते हैं? 2- झूठ तो नहीं बोलते हैं? 3- किसको तंग तो नहीं करते हैं? दैवीगुण धारण किये हैं?

2) पढ़ाई के साथ-साथ दैवी चलन धारण करनी है। “पवित्र जरूर बनना है''। कोई भी छी-छी वस्तुएं नहीं खानी हैं। पूरा वैष्णव बनना है। रेस करनी है",वरदान,,"वरदान:-बाप के फरमान पर बुद्धि को खाली रखने वाले व्यर्थ वा विकारी स्वप्नों से भी मुक्त भव
1.बाप का फरमान है कि सोते समय सदा अपने बुद्धि को क्लीयर करो, चाहे अच्छा, चाहे बुरा सब बाप के हवाले कर अपनी बुद्धि को खाली करो। 
2.बाप को देकर बाप के साथ सो जाओ। अकेले नहीं। अकेले सोते हो या व्यर्थ बातों का वर्णन करते-करते सोते हो तब व्यर्थ वा विकारी स्वप्न आते हैं। यह भी अलबेलापन है। इस अलबेलेपन को छोड़ फरमान पर चलो तो व्यर्थ वा विकारी स्वप्नों से मुक्त हो जायेंगे।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2024 7:48:40,10/3/2024,,,स्लोगन,स्लोगन:-तकदीरवान आत्मायें ही सच्ची सेवा द्वारा सर्व की आशीर्वाद प्राप्त करती हैं।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2024 9:02:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2024 7:21:08,10/4/2024,साकार,,परमात्मा परिचय ,"1.जब ओम् शान्ति कहा जाता है तो गोया अपनी आत्मा
को स्वधर्म का परिचय दिया जाता है। 
2.तो जरूर बाप भी ऑटोमेटिकली याद आता है क्योंकि याद तो हरेक मनुष्य भगवान को ही करते हैं। 
3.सिर्फ भगवान का पूरा परिचय नहीं है। भगवान अपना और आत्मा का परिचय देने ही आते हैं।
4. पतित-पावन कहा ही जाता है भगवान को। 
5.पतित से पावन बनाने के लिए भगवान भी ड्रामा अनुसार बंधायमान हैं। उनको भी आना है पुरूषोत्तम संगमयुग पर। संगमयुग की समझानी भी देते हैं। पुरानी दुनिया और नई दुनिया के बीच में ही बाप आते हैं।",सृष्टि  चक्र,," 1.संगमयुग की समझानी भी देते हैं। पुरानी दुनिया और नई दुनिया के बीच में ही बाप आते हैं।
2.    मृत्युलोक: दुनिया को मृत्युलोक, नई दुनिया को अमरलोक कहा जाता है। यह भी तुम समझते हो, मृत्युलोक में आयु कम होती है। अकाले मृत्यु होती रहती है। अपवित्रता से व्यभिचारी बनते हैं और आयु भी कम होती है। बल भी कम हो जाता है। 
3.    अमर लोक- वह फिर है अमरलोक, जहाँ अकाले मृत्यु नहीं होती क्योंकि पवित्र हैं.सतयुग में पवित्र होने 
  का  कारण अव्यभिचारी हैं।
4. बल भी जास्ती रहता है। बल बिगर राजाई कैसे प्राप्त की? जरूर बाप से उन्होंने आशीर्वाद ली होगी। बाप है सर्वशक्तिमान्।
5. आशीर्वाद कैसे ली होगी? बाप कहते हैं मुझे याद करो। तो जिन्होंने जास्ती याद किया होगा उन्होंने ही आशीर्वाद ली होगी। आशीर्वाद कोई मांगने की चीज़ नहीं है। यह तो मेहनत करने की चीज़ है। जितना जास्ती याद करेंगे उतना जास्ती आशीर्वाद मिलेगी अर्थात् ऊंच पद मिलेगा।
6. याद ही नहीं करेंगे तो आशीर्वाद भी नहीं मिलेगी। लौकिक बाप बच्चों को कभी यह नहीं कहते हैं कि मुझे याद करो। वह छोटेपन से आपेही मम्मा-बाबा करते रहते हैं। आरगन्स छोटे हैं, बड़े बच्चे कब ऐसे बाबा-बाबा, मम्मा-मम्मा नहीं कहेंगे
7.उन्हों की बुद्धि में रहता है - यह हमारे माँ-बाप हैं, जिनसे यह वर्सा मिलना है। कहने की वा याद करने की बात नहीं रहती है। 
8.यहाँ तो बाप कहते हैं मुझे और वर्से को याद करो। हद के सम्बन्ध को छोड़ अब बेहद के सम्बन्ध को याद करना है। सब मनुष्य चाहते हैं हमारी गति हो। गति कहा जाता है ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2024 6:51:04,10/4/2024,,,पढ़ाई ,"1.सब मनुष्य चाहते हैं हमारी गति हो। गति कहा जाता है मुक्ति-धाम को।
2. सद्गति कहा जाता है फिर से सुखधाम में आने को। कोई भी पहले आयेगा तो जरूर सुख ही पायेगा। बाप सुख के लिए ही आते हैं। 
3.जरूर कोई बात डिफीकल्ट है इसलिए इनको ऊंच पढ़ाई कहा जाता है। जितनी ऊंच पढ़ाई उतनी डिफीकल्ट भी होगी। सभी तो पास कर न सकें। बड़े ते बड़ा इम्तहान बहुत थोड़े स्टूडेन्ट पास करते हैं क्योंकि बड़ा इम्तहान पास होने से फिर सरकार को पघार (नौकरी) भी बहुत देना पड़े ना। 
4.कई स्टूडेन्ट बड़ा इम्तहान पास करके भी ऐसे ही बैठे रहते हैं। सरकार के पास इतना पैसा नहीं है जो बड़ा पघार दे। 
5.यहाँ तो बाप कहते हैं जितना ऊंच पढ़ेंगे उतना ऊंच पद पायेंगे। ऐसे भी नहीं सब कोई राजायें वा साहूकार बनेंगे। सारा मदार पढ़ाई पर है। 
6.भक्ति को पढ़ाई नहीं कहा जाता। यह तो है रूहानी ज्ञान जो रूहानी बाप पढ़ाते हैं। कितनी ऊंच पढ़ाई है। 7.बच्चों को डिफीकल्ट लगता है क्योंकि बाप को याद नहीं करते तो कैरेक्टर्स भी सुधरते नहीं हैं। जो अच्छा याद करते हैं उनके कैरेक्टर्स भी अच्छे होते जाते हैं। जो नापास होते हैं तो जरूर कैरेक्टर्स में रोला है",सच  खंड  और झूंठ खंड ,,"1. श्री लक्ष्मी-नारायण के कैरेक्टर्स बहुत अच्छे हैं। राम को दो कला कम कहेंगे। 
2.भारत रावण राज्य में झूठ खण्ड हो पड़ता है। 3.सचखण्ड में तो ज़रा भी झूठ हो न सके। रावण राज्य में है झूठ ही झूठ। झूठे मनुष्यों को दैवी गुणों वाला कह नहीं सकते। यह बेहद की बात है। अभी बाप कहते हैं ऐसी झूठी बातें किसी की न सुनो, न सुनाओ।
4. एक ईश्वर की मत को ही लीगल मत कहा जाता है। मनुष्य मत को इलीगल मत कहा जाता। लीगल मत से तुम ऊंच बनते हो। परन्तु सब नहीं चल सकते हैं तो इलीगल बन पड़ते हैं।
5. कई बाप के साथ प्रतिज्ञा भी करते हैं - बाबा इतनी आयु हमने इलीगल काम किये हैं, अभी नहीं करेंगे। सबसे इलीगल है काम विकार का भूत। देह-अभिमान का भूत तो सबमें है ही। 
6.मायावी पुरूष में देह-अभिमान ही होता है। बाप तो है ही विदेही, विचित्र। तो बच्चे भी विचित्र हैं। यह समझ की बात है। हम आत्मा विचित्र हैं फिर यहाँ चित्र (शरीर) में आते हैं। अभी बाप फिर कहते हैं विचित्र बनो। अपने स्वधर्म में टिको। चित्र के धर्म में नहीं टिको। विचित्रता के धर्म में टिको। देह-अभिमान में न आओ।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2024 6:55:46,,,,,"। देह-अभिमान में न आओ। बाप कितना समझाते हैं - इसमें याद की बहुत जरूरत है। बाप कहते हैं अपने को आत्मा समझ मुझे याद करो तो तुम सतोप्रधान, प्योर बनेंगे। 
2.इमप्योरिटी में जाने से बहुत दण्ड मिल जाता है। बाप का बनने के बाद अगर कोई भूल होती है तो फिर गायन है सतगुरू के निंदक ठौर न पायें। अगर तुम मेरी मत पर चल पवित्र नहीं बनेंगे तो सौ गुणा दण्ड भोगना पड़ेगा। 3.विवेक चलाना है। अगर हम याद नहीं कर सकते तो इतना ऊंच पद भी नहीं पा सकेंगे। पुरूषार्थ के लिए टाइम भी देते हैं। तुमको कहते हैं क्या सबूत है? बोलो, जिस तन में आते हैं वह प्रजापिता ब्रह्मा तो मनुष्य है ना। मनुष्य का नाम शरीर पर पड़ता है। शिवबाबा तो न मनुष्य है, न देवता है। उनको सुप्रीम आत्मा कहा जाता है। वह तो पतित वा पावन नहीं होता, वह समझाते हैं मुझे याद करने से तुम्हारे पाप कट जायेंगे। 
3.बाप ही बैठ समझाते हैं तुम सतोप्रधान थे, अभी तमोप्रधान बने हो। फिर सतोप्रधान बनने के लिए मुझे याद करो। इन देवताओं की क्वालिफिकेशन देखो कैसी है और उन्हों से रहम मांगने वालों को भी देखो वन्डर लगता है - हम क्या थे! फिर 84 जन्मों में कितना गिरकर एकदम चट हो पड़े हैं।",,,"1.तुम दैवी घराने के थे। अभी अपनी चाल को देखो यह (देवी-देवता) बन सकते हो? ऐसे नहीं, सब लक्ष्मी-नारायण बनेंगे। फिर तो सारा फूलों का बगीचा हो जाए। शिवबाबा को सिर्फ गुलाब के फूल ही चढ़ायें, परन्तु नहीं, अक के फूल भी चढ़ाते हैं। 
2.बाप के बच्चे कोई फूल भी बनते हैं, कोई अक भी बनते हैं। पास नापास तो होते ही हैं। खुद भी समझते हैं कि हम राजा तो बन नहीं सकेंगे। आप समान ही नहीं बनाते हैं, साहूकार कैसे, कौन बनेंगे वह तो बाप जाने। 3.आगे चल तुम बच्चे भी समझ जायेंगे कि यह फलाना बाप का कैसा मददगार है। कल्प-कल्प जिन्होंने जो कुछ किया है वही करेंगे। इसमें फ़र्क नहीं पड़ सकता। बाप प्वाइंट्स तो देते रहते हैं। ऐसे-ऐसे बाप को याद करना है और ट्रांसफर भी करना है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2024 7:03:58,,,,परमात्मा परिचय ,"1.भक्ति मार्ग में तुम ईश्वर अर्थ करते हो। परन्तु ईश्वर को जानते नहीं हो। इतना समझते हो ऊंच ते ऊंच भगवान है। ऐसे नहीं कि ऊंच ते ऊंच नाम रूप वाला है। 
2.वह है ही निराकार। फिर ऊंच ते ऊंच साकार यहाँ होते हैं। ब्रह्मा, विष्णु, शंकर को देवता कहा जाता है। ब्रह्मा देवताए नम:, विष्णु देवताए नम: फिर कहते हैं शिव परमात्माए नम:। तो परमात्मा बड़ा ठहरा ना। ब्रह्मा, विष्णु, शंकर को परमात्मा नहीं कहेंगे। मुख से कहते भी हैं शिव परमात्माए नम: तो जरूर परमात्मा एक हुआ ना। देवताओं को नमन करते हैं। 
3.मनुष्य लोक में मनुष्य को मनुष्य कहेंगे। उनको फिर परमात्माए नम: कहना - यह तो पूरा अज्ञान है। सबकी बुद्धि में यह है कि ईश्वर सर्वव्यापी है। अभी तुम बच्चे समझते हो भगवान तो एक है, उनको ही पतित-पावन कहा जाता है। सबको पावन बनाना यह भगवान का ही काम है। जगत का गुरू कोई मनुष्य हो न सके। गुरू पावन होते हैं ना। यहाँ तो सब हैं विकार से पैदा होने वाले।
4. ज्ञान को अमृत कहा जाता है। भक्ति को अमृत नहीं कहा जाता। भक्ति मार्ग में भक्ति ही चलती है। सब मनुष्य भक्ति में हैं। ज्ञान सागर, जगत का गुरू एक को कहा जाता है। अभी तुम जानते हो बाप क्या आकर करते हैं। तत्वों को भी पवित्र बनाते हैं। ड्रामा में उनका पार्ट है। बाप निमित्त बनते हैं सर्व का सद्गति दाता है।",,," ज्ञान को अमृत कहा जाता है। भक्ति को अमृत नहीं कहा जाता। भक्ति मार्ग में भक्ति ही चलती है। सब मनुष्य भक्ति में हैं। ज्ञान सागर, जगत का गुरू एक को कहा जाता है। अभी तुम जानते हो बाप क्या आकर करते हैं। तत्वों को भी पवित्र बनाते हैं। ड्रामा में उनका पार्ट है। बाप निमित्त बनते हैं सर्व का सद्गति दाता है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2024 7:16:11,10/5/2024,साकार,,शांति ,"1.पहले-पहले तो मनुष्यों को शान्ति चाहिए। 
2.आत्मायें सब असुल रहने वाली भी शान्तिधाम की हैं। बाप तो है ही सदैव शान्ति का सागर।
3. अभी तुम शान्ति का वर्सा प्राप्त कर रहे हो। कहते हैं ना शान्ति देवा...... अर्थात् हमको इस सृष्टि से अपने घर शान्तिधाम में ले जाओ अथवा शान्ति का वर्सा दो। 4.देवताओं के आगे अथवा शिवबाबा के आगे यह जाकर कहते हैं कि शान्ति दो क्योंकि शिवबाबा है शान्ति का सागर। अभी तुम शिवबाबा से शान्ति का वर्सा ले रहे हो। बाप को याद करते-करते तुमको शान्तिधाम में जाना है जरूर
5.बाप को याद करते-करते तुमको शान्तिधाम में जाना है जरूर। नहीं याद करेंगे तो भी जायेंगे जरूर। 
6.याद इसलिए करते हो कि पापों का बोझा जो सिर पर है वह खत्म हो जाए। शान्ति और सुख मिलता है एक बाप से, क्योंकि वह सुख और शान्ति का सागर है। वह चीज़ ही मुख्य है। शान्ति को मुक्ति भी कहा जाता है 
6.शान्ति को मुक्ति भी कहा जाता है और फिर जीवनमुक्ति और जीवन बन्ध भी है। अभी तुम जीवनबन्ध से जीवनमुक्त हो रहे हो।
7.सतयुग में कोई बन्धन नहीं होता है। गाया भी जाता है सहज जीवनमुक्ति वा सहज गति-सद्गति। अब दोनों का अर्थ तुम बच्चों ने समझा है। गति कहा जाता है शान्तिधाम को, सद्गति कहा जाता है सुखधाम को। सुखधाम, शान्तिधाम फिर यह है दु:खधाम। 
8.तुम यहाँ बैठे हो, बाप कहते हैं - बच्चे, शान्तिधाम घर को याद करो। आत्माओं को अपना घर भूला हुआ है। बाप आकर याद दिलाते हैं। समझाते हैं हे रूहानी बच्चों तुम घर जा नहीं सकते हो जब तक मुझे याद नहीं करेंगे। याद से तुम्हारे पाप भस्म हो जायेंगे। आत्मा पवित्र बन फिर अपने घर जायेगी। ",सृष्टि  चक्र,,"1.तुम बच्चे जानते हो यह अपवित्र दुनिया है। एक भी पवित्र मनुष्य नहीं। 
2.पवित्र दुनिया को सतयुग, अपवित्र दुनिया को कलियुग कहा जाता है। राम राज्य और रावण राज्य। रावण राज्य से अपवित्र दुनिया स्थापन होती है। यह बना-बनाया खेल है ना। यह बेहद का बाप समझाते हैं, उनको ही सत्य कहा जाता है। 
3.आत्मा में संस्कार भरते हैं ना। 
4.4 धातुएं हैं ना - सोना-चांदी-तांबा-लोहा...... सब खाद निकल जाती है। बाकी सच्चा सोना तुम बनते हो इस योगबल से। 
5.तुम जब सतयुग में हो तो सच्चा सोना ही हो। फिर चांदी पड़ती है तो चन्द्रवंशी कहा जाता है। फिर तांबे की, लोहे की खाद पड़ती है द्वापर-कलियुग में। 
6.फिर योग से तुम्हारे में जो चांदी, तांबा, लोहा की खाद पड़ी है, वह निकल जाती है। 
7.पहले तो तुम सब आत्मायें शान्तिधाम में हो फिर पहले-पहले आते हो सतयुग में, तो उसको कहा जाता है गोल्डन एजड। तुम सच्चा सोना हो। योगबल से सारी खाद निकलकर बाकी सच्चा सोना बचता है। 
8.शान्तिधाम को गोल्डन एज नहीं कहा जाता है। गोल्डन एज, सिलवर एज, कापर एज यहाँ कहा जाता है। शान्तिधाम में तो शान्ति है।
9. आत्मा जब शरीर लेती है तब गोल्डन एजड कहा जाता है फिर सृष्टि ही गोल्डन एज बन जाती है। सतोप्रधान 5 तत्वों से शरीर बनता है। आत्मा सतोप्रधान है तो शरीर भी सतोप्रधान है। 
10.फिर पिछाड़ी में आकर आइरन एजड शरीर मिलता है क्योंकि आत्मा में खाद पड़ती है। तो गोल्डन एज, सिलवर एज इस सृष्टि को कहा जाता है",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
